time	V(out)
1.523630440815047e-005	1.800000e+000
1.523631605792689e-005	1.800000e+000
1.523632765895659e-005	1.800000e+000
1.523633871715799e-005	1.800000e+000
1.523634960167236e-005	1.800000e+000
1.523635996870136e-005	1.800000e+000
1.523637004801129e-005	1.800000e+000
1.523637984921396e-005	1.800000e+000
1.523639164618886e-005	1.800000e+000
1.523640433115835e-005	1.800000e+000
1.523641952467063e-005	1.800000e+000
1.523643636526670e-005	1.800000e+000
1.523648227845047e-005	1.800000e+000
1.523656497474682e-005	1.800000e+000
1.523911870414221e-005	1.800000e+000
1.524159776869661e-005	1.800000e+000
1.524160288176721e-005	1.800000e+000
1.524161310790842e-005	1.800000e+000
1.524162604788404e-005	1.800000e+000
1.524163391077809e-005	1.800000e+000
1.524164411908340e-005	1.800000e+000
1.524165391762105e-005	1.800000e+000
1.524166758595563e-005	1.800000e+000
1.524168081220473e-005	1.800000e+000
1.524169828220026e-005	1.800000e+000
1.524170066125138e-005	1.800000e+000
1.524170541935363e-005	1.800000e+000
1.524171493555813e-005	1.800000e+000
1.524173126127498e-005	1.800000e+000
1.524174689188464e-005	1.800000e+000
1.524176060994060e-005	1.800000e+000
1.524177403108015e-005	1.800000e+000
1.524178840684777e-005	1.800000e+000
1.524180173980508e-005	1.800000e+000
1.524181492166256e-005	1.800000e+000
1.524182728506149e-005	1.800000e+000
1.524184011282384e-005	1.800000e+000
1.524185313755557e-005	1.800000e+000
1.524186562526812e-005	1.800000e+000
1.524187771031700e-005	1.800000e+000
1.524188936109706e-005	1.800000e+000
1.524190074320945e-005	1.800000e+000
1.524191175189300e-005	1.800000e+000
1.524192243590428e-005	1.800000e+000
1.524193270926846e-005	1.800000e+000
1.524194259003911e-005	1.800000e+000
1.524195321263127e-005	1.800000e+000
1.524196530726976e-005	1.800000e+000
1.524197900364718e-005	1.800000e+000
1.524199476720508e-005	1.800000e+000
1.524201316517487e-005	1.800000e+000
1.524206933751662e-005	1.800000e+000
1.524212550985837e-005	1.800000e+000
1.524218168220011e-005	1.800000e+000
1.524223785454186e-005	1.800000e+000
1.524229402688361e-005	1.800000e+000
1.524235019922536e-005	1.800000e+000
1.524240637156710e-005	1.800000e+000
1.525610772936024e-005	1.800000e+000
1.527002656902312e-005	1.500000e+000
1.529786424834886e-005	6.000000e-001
1.535353960700036e-005	1.800002e-018
1.541603960700036e-005	1.800002e-018
1.547853960700036e-005	1.800002e-018
1.554103960700036e-005	1.800002e-018
1.555426075538584e-005	1.800002e-018
1.556748190377132e-005	1.800002e-018
1.558070305215680e-005	1.800002e-018
1.559392420054228e-005	1.800002e-018
1.560714534892775e-005	1.800002e-018
1.562036649731323e-005	1.800002e-018
1.563358764569871e-005	1.800002e-018
1.563367768262652e-005	1.800002e-018
1.563373165853227e-005	6.855287e-001
1.563374854517742e-005	1.570930e+000
1.563375431065658e-005	1.800000e+000
1.563375801714418e-005	1.800000e+000
1.563375967459789e-005	1.800000e+000
1.563376142918493e-005	1.800000e+000
1.563376326125418e-005	1.800000e+000
1.563376612230055e-005	1.800000e+000
1.563377184439331e-005	1.800000e+000
1.563378328857881e-005	1.800000e+000
1.563380617694981e-005	1.800000e+000
1.563385195369181e-005	1.800000e+000
1.563394350717582e-005	1.800000e+000
1.563412661414383e-005	1.800000e+000
1.563449282807986e-005	1.800000e+000
1.563522525595192e-005	1.800000e+000
1.563669011169605e-005	1.800000e+000
1.563961982318429e-005	1.800000e+000
1.564547924616078e-005	1.800000e+000
1.565719809211376e-005	1.800000e+000
1.568063578401973e-005	1.800000e+000
1.572751116783165e-005	1.800000e+000
1.572848773033165e-005	1.800000e+000
1.573044085533165e-005	1.800000e+000
1.575821185142540e-005	1.800000e+000
1.575870013267540e-005	1.800000e+000
1.575870113975547e-005	1.800000e+000
1.575870315391563e-005	1.800000e+000
1.575870529158072e-005	1.800000e+000
1.575870736665727e-005	1.800000e+000
1.575871151681038e-005	1.800000e+000
1.575871623590792e-005	1.800000e+000
1.575872318397053e-005	1.800000e+000
1.575873104270463e-005	1.800000e+000
1.575873121939775e-005	1.800000e+000
1.575873157278399e-005	1.800000e+000
1.575873227955648e-005	1.800000e+000
1.575873369310145e-005	1.800000e+000
1.575873652019139e-005	1.800000e+000
1.575874217437128e-005	1.800000e+000
1.575874409226094e-005	1.800000e+000
1.575874613211602e-005	1.800000e+000
1.575874726158668e-005	1.800000e+000
1.575874869154133e-005	1.800000e+000
1.575875155145063e-005	1.800000e+000
1.575875727126923e-005	1.800000e+000
1.575876671392440e-005	1.800000e+000
1.575877549092704e-005	1.800000e+000
1.575878632162933e-005	1.800000e+000
1.575879704878604e-005	1.800000e+000
1.575881056417693e-005	1.800000e+000
1.575882464218995e-005	1.800000e+000
1.575884255792874e-005	1.800000e+000
1.575886097561055e-005	1.800000e+000
1.575887614666065e-005	1.800000e+000
1.575889013837711e-005	1.800000e+000
1.575890406979628e-005	1.800000e+000
1.575891890711745e-005	1.800000e+000
1.575893249855051e-005	1.800000e+000
1.575894590476515e-005	1.800000e+000
1.575895845858304e-005	1.800000e+000
1.575897234118983e-005	1.800000e+000
1.575898516984264e-005	1.800000e+000
1.575899807304394e-005	1.800000e+000
1.575901003957514e-005	1.800000e+000
1.575902206504615e-005	1.800000e+000
1.575903344810682e-005	1.800000e+000
1.575904475748211e-005	1.800000e+000
1.575905550143617e-005	1.800000e+000
1.575906604371333e-005	1.800000e+000
1.575907605298896e-005	1.800000e+000
1.575908779400827e-005	1.800000e+000
1.575910053516466e-005	1.800000e+000
1.575911567800836e-005	1.800000e+000
1.575913253263461e-005	1.800000e+000
1.575915319202148e-005	1.800000e+000
1.575926592515289e-005	1.800000e+000
1.575937865828430e-005	1.800000e+000
1.575949139141571e-005	1.800000e+000
1.575960412454711e-005	1.800000e+000
1.575971685767852e-005	1.800000e+000
1.575982959080993e-005	1.800000e+000
1.575994232394134e-005	1.800000e+000
1.622634716830662e-005	1.800000e+000
1.669275201267190e-005	1.800000e+000
1.715915685703718e-005	1.800000e+000
1.762556170140245e-005	1.800000e+000
1.809196654576773e-005	1.800000e+000
1.855837139013301e-005	1.800000e+000
1.902477623449829e-005	1.800000e+000
1.948013337735544e-005	1.800000e+000
1.993549052021260e-005	1.800000e+000
2.039084766306975e-005	1.800000e+000
2.084620480592690e-005	1.800000e+000
2.130156194878406e-005	1.800000e+000
2.175691909164121e-005	1.800000e+000
2.221227623449836e-005	1.800000e+000
2.244441909164123e-005	1.800000e+000
2.267656194878409e-005	1.800000e+000
2.290870480592695e-005	1.800000e+000
2.314084766306981e-005	1.800000e+000
2.337299052021268e-005	1.800000e+000
2.360513337735554e-005	1.800000e+000
2.383727623449840e-005	1.800000e+000
2.389977623449840e-005	1.800000e+000
2.396227623449841e-005	1.800000e+000
2.402477623449841e-005	1.800000e+000
2.408727623449841e-005	1.800000e+000
2.414977623449841e-005	1.800000e+000
2.421227623449841e-005	1.800000e+000
2.427477623449841e-005	1.800000e+000
2.433727623449841e-005	1.800000e+000
2.439977623449842e-005	1.800000e+000
2.446227623449842e-005	1.800000e+000
2.452477623449842e-005	1.800000e+000
2.458727623449842e-005	1.800000e+000
2.464977623449842e-005	1.800000e+000
2.471227623449842e-005	1.800000e+000
2.477477623449843e-005	1.800000e+000
2.483727623449843e-005	1.800000e+000
2.489977623449843e-005	1.800000e+000
2.496227623449843e-005	1.800000e+000
2.502477623449843e-005	1.800000e+000
2.508727623449843e-005	1.800000e+000
2.514977623449843e-005	1.800000e+000
2.521227623449844e-005	1.800000e+000
2.527477623449844e-005	1.800000e+000
2.533727623449844e-005	1.800000e+000
2.539977623449844e-005	1.800000e+000
2.546227623449844e-005	1.800000e+000
2.552477623449844e-005	1.800000e+000
2.558727623449845e-005	1.800000e+000
2.564977623449845e-005	1.800000e+000
2.571227623449845e-005	1.800000e+000
2.577477623449845e-005	1.800000e+000
2.583727623449845e-005	1.800000e+000
2.589977623449845e-005	1.800000e+000
2.596227623449845e-005	1.800000e+000
2.602477623449846e-005	1.800000e+000
2.608727623449846e-005	1.800000e+000
2.614977623449846e-005	1.800000e+000
2.621227623449846e-005	1.800000e+000
2.627477623449846e-005	1.800000e+000
2.633727623449846e-005	1.800000e+000
2.639977623449847e-005	1.800000e+000
2.646227623449847e-005	1.800000e+000
2.652477623449847e-005	1.800000e+000
2.658727623449847e-005	1.800000e+000
2.664977623449847e-005	1.800000e+000
2.671227623449847e-005	1.800000e+000
2.677477623449847e-005	1.800000e+000
2.683727623449848e-005	1.800000e+000
2.689977623449848e-005	1.800000e+000
2.696227623449848e-005	1.800000e+000
2.702477623449848e-005	1.800000e+000
2.708727623449848e-005	1.800000e+000
2.714977623449848e-005	1.800000e+000
2.721227623449848e-005	1.800000e+000
2.727477623449849e-005	1.800000e+000
2.733727623449849e-005	1.800000e+000
2.739977623449849e-005	1.800000e+000
2.746227623449849e-005	1.800000e+000
2.752477623449849e-005	1.800000e+000
2.758727623449849e-005	1.800000e+000
2.764977623449850e-005	1.800000e+000
2.771227623449850e-005	1.800000e+000
2.777477623449850e-005	1.800000e+000
2.783727623449850e-005	1.800000e+000
2.789977623449850e-005	1.800000e+000
2.796227623449850e-005	1.800000e+000
2.802477623449850e-005	1.800000e+000
2.808727623449851e-005	1.800000e+000
2.814977623449851e-005	1.800000e+000
2.821227623449851e-005	1.800000e+000
2.827477623449851e-005	1.800000e+000
2.833727623449851e-005	1.800000e+000
2.839977623449851e-005	1.800000e+000
2.846227623449852e-005	1.800000e+000
2.852477623449852e-005	1.800000e+000
2.858727623449852e-005	1.800000e+000
2.864977623449852e-005	1.800000e+000
2.871227623449852e-005	1.800000e+000
2.877477623449852e-005	1.800000e+000
2.883727623449852e-005	1.800000e+000
2.889977623449853e-005	1.800000e+000
2.896227623449853e-005	1.800000e+000
2.902477623449853e-005	1.800000e+000
2.908727623449853e-005	1.800000e+000
2.914977623449853e-005	1.800000e+000
2.921227623449853e-005	1.800000e+000
2.927477623449853e-005	1.800000e+000
2.933727623449854e-005	1.800000e+000
2.939977623449854e-005	1.800000e+000
2.946227623449854e-005	1.800000e+000
2.952477623449854e-005	1.800000e+000
2.958727623449854e-005	1.800000e+000
2.964977623449854e-005	1.800000e+000
2.971227623449855e-005	1.800000e+000
2.977477623449855e-005	1.800000e+000
2.983727623449855e-005	1.800000e+000
2.989977623449855e-005	1.800000e+000
2.996227623449855e-005	1.800000e+000
3.002477623449855e-005	1.800000e+000
3.008727623449855e-005	1.800000e+000
3.014977623449856e-005	1.800000e+000
3.021227623449856e-005	1.800000e+000
3.027477623449856e-005	1.800000e+000
3.033727623449856e-005	1.800000e+000
3.039977623449856e-005	1.800000e+000
3.046227623449856e-005	1.800000e+000
3.052477623449856e-005	1.800000e+000
3.058727623449856e-005	1.800000e+000
3.064977623449856e-005	1.800000e+000
3.071227623449857e-005	1.800000e+000
3.077477623449857e-005	1.800000e+000
3.083727623449857e-005	1.800000e+000
3.089977623449857e-005	1.800000e+000
3.096227623449857e-005	1.800000e+000
3.102477623449857e-005	1.800000e+000
3.108727623449858e-005	1.800000e+000
3.114977623449858e-005	1.800000e+000
3.121227623449858e-005	1.800000e+000
3.127477623449858e-005	1.800000e+000
3.133727623449858e-005	1.800000e+000
3.139977623449858e-005	1.800000e+000
3.146227623449858e-005	1.800000e+000
3.152477623449859e-005	1.800000e+000
3.158727623449859e-005	1.800000e+000
3.164977623449859e-005	1.800000e+000
3.171227623449859e-005	1.800000e+000
3.177477623449859e-005	1.800000e+000
3.183727623449859e-005	1.800000e+000
3.189977623449860e-005	1.800000e+000
3.196227623449860e-005	1.800000e+000
3.202477623449860e-005	1.800000e+000
3.208727623449860e-005	1.800000e+000
3.214977623449860e-005	1.800000e+000
3.221227623449860e-005	1.800000e+000
3.227477623449860e-005	1.800000e+000
3.233727623449861e-005	1.800000e+000
3.239977623449861e-005	1.800000e+000
3.246227623449861e-005	1.800000e+000
3.252477623449861e-005	1.800000e+000
3.258727623449861e-005	1.800000e+000
3.264977623449861e-005	1.800000e+000
3.271227623449862e-005	1.800000e+000
3.277477623449862e-005	1.800000e+000
3.283727623449862e-005	1.800000e+000
3.289977623449862e-005	1.800000e+000
3.296227623449862e-005	1.800000e+000
3.302477623449862e-005	1.800000e+000
3.308727623449862e-005	1.800000e+000
3.314977623449863e-005	1.800000e+000
3.321227623449863e-005	1.800000e+000
3.327477623449863e-005	1.800000e+000
3.333727623449863e-005	1.800000e+000
3.339977623449863e-005	1.800000e+000
3.346227623449863e-005	1.800000e+000
3.352477623449863e-005	1.800000e+000
3.358727623449864e-005	1.800000e+000
3.364977623449864e-005	1.800000e+000
3.371227623449864e-005	1.800000e+000
3.377477623449864e-005	1.800000e+000
3.383727623449864e-005	1.800000e+000
3.389977623449864e-005	1.800000e+000
3.396227623449865e-005	1.800000e+000
3.402477623449865e-005	1.800000e+000
3.408727623449865e-005	1.800000e+000
3.414977623449865e-005	1.800000e+000
3.421227623449865e-005	1.800000e+000
3.427477623449865e-005	1.800000e+000
3.433727623449865e-005	1.800000e+000
3.439977623449866e-005	1.800000e+000
3.446227623449866e-005	1.800000e+000
3.452477623449866e-005	1.800000e+000
3.458727623449866e-005	1.800000e+000
3.464977623449866e-005	1.800000e+000
3.471227623449866e-005	1.800000e+000
3.477477623449867e-005	1.800000e+000
3.483727623449867e-005	1.800000e+000
3.489977623449867e-005	1.800000e+000
3.496227623449867e-005	1.800000e+000
3.502477623449867e-005	1.800000e+000
3.508727623449867e-005	1.800000e+000
3.514977623449867e-005	1.800000e+000
3.521227623449868e-005	1.800000e+000
3.527477623449868e-005	1.800000e+000
3.533727623449868e-005	1.800000e+000
3.539977623449868e-005	1.800000e+000
3.546227623449868e-005	1.800000e+000
3.552477623449868e-005	1.800000e+000
3.558727623449868e-005	1.800000e+000
3.564977623449869e-005	1.800000e+000
3.571227623449869e-005	1.800000e+000
3.577477623449869e-005	1.800000e+000
3.583727623449869e-005	1.800000e+000
3.589977623449869e-005	1.800000e+000
3.596227623449869e-005	1.800000e+000
3.602477623449870e-005	1.800000e+000
3.608727623449870e-005	1.800000e+000
3.614977623449870e-005	1.800000e+000
3.621227623449870e-005	1.800000e+000
3.627477623449870e-005	1.800000e+000
3.633727623449870e-005	1.800000e+000
3.639977623449870e-005	1.800000e+000
3.646227623449871e-005	1.800000e+000
3.652477623449871e-005	1.800000e+000
3.658727623449871e-005	1.800000e+000
3.664977623449871e-005	1.800000e+000
3.671227623449871e-005	1.800000e+000
3.677477623449871e-005	1.800000e+000
3.683727623449872e-005	1.800000e+000
3.689977623449872e-005	1.800000e+000
3.696227623449872e-005	1.800000e+000
3.702477623449872e-005	1.800000e+000
3.708727623449872e-005	1.800000e+000
3.714977623449872e-005	1.800000e+000
3.721227623449872e-005	1.800000e+000
3.727477623449873e-005	1.800000e+000
3.733727623449873e-005	1.800000e+000
3.739977623449873e-005	1.800000e+000
3.746227623449873e-005	1.800000e+000
3.752477623449873e-005	1.800000e+000
3.758727623449873e-005	1.800000e+000
3.764977623449874e-005	1.800000e+000
3.771227623449874e-005	1.800000e+000
3.777477623449874e-005	1.800000e+000
3.783727623449874e-005	1.800000e+000
3.789977623449874e-005	1.800000e+000
3.796227623449874e-005	1.800000e+000
3.802477623449874e-005	1.800000e+000
3.808727623449875e-005	1.800000e+000
3.814977623449875e-005	1.800000e+000
3.821227623449875e-005	1.800000e+000
3.827477623449875e-005	1.800000e+000
3.833727623449875e-005	1.800000e+000
3.839977623449875e-005	1.800000e+000
3.846227623449875e-005	1.800000e+000
3.852477623449876e-005	1.800000e+000
3.858727623449876e-005	1.800000e+000
3.864977623449876e-005	1.800000e+000
3.871227623449876e-005	1.800000e+000
3.877477623449876e-005	1.800000e+000
3.883727623449876e-005	1.800000e+000
3.889977623449877e-005	1.800000e+000
3.896227623449877e-005	1.800000e+000
3.902477623449877e-005	1.800000e+000
3.904231842595699e-005	1.800000e+000
3.905040732414737e-005	1.800000e+000
3.905268786466268e-005	1.800000e+000
3.905446549366114e-005	1.800000e+000
3.905633170073966e-005	1.800000e+000
3.906006411489669e-005	1.800000e+000
3.906752894321076e-005	1.800000e+000
3.908245859983889e-005	1.800000e+000
3.911231791309514e-005	1.800000e+000
3.911237786499779e-005	1.800000e+000
3.911237984128458e-005	1.800000e+000
3.911238247633363e-005	1.800000e+000
3.911238774643175e-005	1.800000e+000
3.911239828662796e-005	1.800000e+000
3.911240873499197e-005	1.800000e+000
3.911242167228166e-005	1.800000e+000
3.911243421500086e-005	1.800000e+000
3.911243623347173e-005	1.800000e+000
3.911244027041346e-005	1.800000e+000
3.911244834429693e-005	1.800000e+000
3.911246449206387e-005	1.800000e+000
3.911248143103843e-005	1.800000e+000
3.911249631648559e-005	1.800000e+000
3.911251042373458e-005	1.800000e+000
3.911252436467312e-005	1.800000e+000
3.911253927605333e-005	1.800000e+000
3.911255283279047e-005	1.800000e+000
3.911256627137655e-005	1.800000e+000
3.911257880745924e-005	1.800000e+000
3.911259151791885e-005	1.800000e+000
3.911260494077022e-005	1.800000e+000
3.911261753906253e-005	1.800000e+000
3.911262993153872e-005	1.800000e+000
3.911264167663587e-005	1.800000e+000
3.911265330938035e-005	1.800000e+000
3.911266445103037e-005	1.800000e+000
3.911267537930161e-005	1.800000e+000
3.911268582762559e-005	1.800000e+000
3.911269596743900e-005	1.800000e+000
3.911270767170090e-005	1.800000e+000
3.911272058030196e-005	1.800000e+000
3.911273571089284e-005	1.800000e+000
3.911275277135470e-005	1.800000e+000
3.911277346393149e-005	1.800000e+000
3.911284548579218e-005	1.800000e+000
3.911291750765288e-005	1.800000e+000
3.911298952951357e-005	1.800000e+000
3.911306155137426e-005	1.800000e+000
3.911313357323495e-005	1.800000e+000
3.911320559509565e-005	1.800000e+000
3.911327761695634e-005	1.800000e+000
3.912260378533631e-005	1.800000e+000
3.913223079785756e-005	1.800000e+000
3.913223549854727e-005	1.800000e+000
3.913224489992668e-005	1.800000e+000
3.913224523928421e-005	1.800000e+000
3.913224591799926e-005	1.800000e+000
3.913224727542936e-005	1.800000e+000
3.913224999028957e-005	1.800000e+000
3.913225542000998e-005	1.800000e+000
3.913225671816968e-005	1.800000e+000
3.913225931448907e-005	1.800000e+000
3.913225996356892e-005	1.800000e+000
3.913226126172862e-005	1.800000e+000
3.913226158626854e-005	1.800000e+000
3.913226223534839e-005	1.800000e+000
3.913226353350809e-005	1.800000e+000
3.913226612982748e-005	1.800000e+000
3.913227132246628e-005	1.800000e+000
3.913227262062598e-005	1.800000e+000
3.913227521694537e-005	1.800000e+000
3.913228040958416e-005	1.800000e+000
3.913229079486175e-005	1.800000e+000
3.913230593082456e-005	1.800000e+000
3.913232087423254e-005	1.800000e+000
3.913233859820900e-005	1.800000e+000
3.913235661199778e-005	1.800000e+000
3.913237170779178e-005	1.800000e+000
3.913238571449178e-005	1.800000e+000
3.913239961459943e-005	1.800000e+000
3.913241439541422e-005	1.800000e+000
3.913242794229906e-005	1.800000e+000
3.913244131595500e-005	1.800000e+000
3.913245384372323e-005	1.800000e+000
3.913246634269731e-005	1.800000e+000
3.913247983199580e-005	1.800000e+000
3.913249234215902e-005	1.800000e+000
3.913250477628801e-005	1.800000e+000
3.913251644530988e-005	1.800000e+000
3.913252809168302e-005	1.800000e+000
3.913253917482827e-005	1.800000e+000
3.913255010289538e-005	1.800000e+000
3.913256050180731e-005	1.800000e+000
3.913257062741384e-005	1.800000e+000
3.913258026046638e-005	1.800000e+000
3.913259199358662e-005	1.800000e+000
3.913260447232272e-005	1.800000e+000
3.913261954618632e-005	1.800000e+000
3.913263607226261e-005	1.800000e+000
3.913268106603420e-005	1.800000e+000
3.913276067838190e-005	1.800000e+000
3.915116912415629e-005	1.800000e+000
3.916948609039418e-005	1.800000e+000
3.916952286742804e-005	1.800000e+000
3.916952496713186e-005	1.800000e+000
3.916952776673697e-005	1.800000e+000
3.916953336594717e-005	1.800000e+000
3.916954277206182e-005	1.800000e+000
3.916955311382284e-005	1.800000e+000
3.916956486531131e-005	1.800000e+000
3.916957725335226e-005	1.800000e+000
3.916957908801946e-005	1.800000e+000
3.916958275735388e-005	1.800000e+000
3.916958367468748e-005	1.800000e+000
3.916958550935469e-005	1.800000e+000
3.916958917868910e-005	1.800000e+000
3.916959651735793e-005	1.800000e+000
3.916961119469559e-005	1.800000e+000
3.916962782671404e-005	1.800000e+000
3.916964297556946e-005	1.800000e+000
3.916965721310470e-005	1.800000e+000
3.916967118635691e-005	1.800000e+000
3.916968625242384e-005	1.800000e+000
3.916969987285041e-005	1.800000e+000
3.916971341335955e-005	1.800000e+000
3.916972599046052e-005	1.800000e+000
3.916973863910335e-005	1.800000e+000
3.916975219127454e-005	1.800000e+000
3.916976481764398e-005	1.800000e+000
3.916977730874143e-005	1.800000e+000
3.916978907482120e-005	1.800000e+000
3.916980078410636e-005	1.800000e+000
3.916981195927022e-005	1.800000e+000
3.916982296016527e-005	1.800000e+000
3.916983345457060e-005	1.800000e+000
3.916984366886794e-005	1.800000e+000
3.916985411766682e-005	1.800000e+000
3.916986638271336e-005	1.800000e+000
3.916987991210090e-005	1.800000e+000
3.916989584583638e-005	1.800000e+000
3.916991398473087e-005	1.800000e+000
3.916999963947436e-005	1.800000e+000
3.917008529421786e-005	1.800000e+000
3.917017094896135e-005	1.800000e+000
3.917025660370485e-005	1.800000e+000
3.917034225844834e-005	1.800000e+000
3.917042791319184e-005	1.800000e+000
3.917051356793533e-005	1.800000e+000
3.918321962293303e-005	1.800000e+000
