time	V(vmem)
3.918321962293303e-005	1.577066e-001
3.919633555067259e-005	1.841200e-001
3.922256740615172e-005	2.369122e-001
3.927503111710997e-005	3.423880e-001
3.933753111710997e-005	4.678706e-001
3.940003111710997e-005	5.931522e-001
3.946253111710997e-005	7.182249e-001
3.954472108137997e-005	8.824362e-001
3.954486550108259e-005	8.827243e-001
3.954490429463906e-005	5.824314e-001
3.954492251141615e-005	9.640241e-002
3.954492760170245e-005	2.985619e-012
3.954493108501031e-005	3.170585e-012
3.954493270542791e-005	3.080368e-012
3.954493470049593e-005	3.044235e-012
3.954493658017767e-005	3.132763e-012
3.954493999600935e-005	2.962963e-012
3.954494682767270e-005	3.060071e-012
3.954496049099942e-005	3.015070e-012
3.954498781765284e-005	3.038754e-012
3.954504247095970e-005	3.024544e-012
3.954515177757341e-005	3.031649e-012
3.954537039080082e-005	3.026912e-012
3.954580761725565e-005	3.026912e-012
3.954668207016531e-005	3.026912e-012
3.954843097598463e-005	3.026912e-012
3.955192878762328e-005	3.026912e-012
3.955892441090057e-005	3.026912e-012
3.957291565745514e-005	3.026912e-012
3.960089815056429e-005	3.026912e-012
3.965686313678260e-005	7.267489e-008
3.965687839557166e-005	3.469559e-009
3.965687915967193e-005	3.032777e-012
3.965688068787247e-005	3.028013e-012
3.965688374427355e-005	3.028013e-012
3.965688985707572e-005	3.028013e-012
3.965689105479213e-005	3.028013e-012
3.965689345022495e-005	3.028013e-012
3.965689824109060e-005	3.028013e-012
3.965689943880701e-005	2.525064e-012
3.965690183423984e-005	1.016215e-012
3.965690662510548e-005	1.031477e-014
3.965691620683678e-005	1.031477e-014
3.965692903391077e-005	1.031477e-014
3.965694223503815e-005	1.031477e-014
3.965695709436222e-005	1.031477e-014
3.965697395561658e-005	1.031477e-014
3.965699134443967e-005	1.031477e-014
3.965700649221211e-005	1.031477e-014
3.965702063739975e-005	1.031477e-014
3.965703457736119e-005	1.031477e-014
3.965704948808856e-005	1.031477e-014
3.965706306756262e-005	1.031477e-014
3.965707652048778e-005	1.031477e-014
3.965708907285326e-005	1.031477e-014
3.965710163299867e-005	1.031477e-014
3.965711515816442e-005	1.031477e-014
3.965712772085877e-005	1.031477e-014
3.965714018650557e-005	1.031477e-014
3.965715189945298e-005	1.031477e-014
3.965716357859491e-005	1.031477e-014
3.965717470439076e-005	1.031477e-014
3.965718566941030e-005	1.031477e-014
3.965719611346077e-005	1.031477e-014
3.965720628324372e-005	1.031477e-014
3.965721601423295e-005	1.031477e-014
3.965722783327003e-005	1.031477e-014
3.965724044236757e-005	1.031477e-014
3.965725564612585e-005	1.031477e-014
3.965727236819583e-005	1.031477e-014
3.965731795143232e-005	1.031477e-014
3.965739909410416e-005	1.031477e-014
3.965988939363911e-005	1.031477e-014
3.966229162690801e-005	1.031666e-014
3.966229658151409e-005	1.031603e-014
3.966230649072626e-005	1.031477e-014
3.966231958219372e-005	1.031477e-014
3.966232747767672e-005	1.031477e-014
3.966233769050887e-005	1.031477e-014
3.966234741045517e-005	1.031477e-014
3.966236106214031e-005	7.787762e-013
3.966237421508959e-005	2.168045e-012
3.966239164681889e-005	3.028013e-012
3.966239400509136e-005	3.028013e-012
3.966239872163628e-005	3.028013e-012
3.966240815472614e-005	3.028013e-012
3.966242448447658e-005	3.028013e-012
3.966244015856657e-005	3.028013e-012
3.966245389893197e-005	3.028013e-012
3.966246733177228e-005	3.028013e-012
3.966248173310109e-005	3.028013e-012
3.966249508035828e-005	3.028013e-012
3.966250828016741e-005	3.028013e-012
3.966252065408468e-005	3.028013e-012
3.966253339355559e-005	3.028013e-012
3.966254648404312e-005	3.028013e-012
3.966255895646825e-005	3.028013e-012
3.966257109012270e-005	3.028013e-012
3.966258272678167e-005	3.028013e-012
3.966259414168901e-005	3.028013e-012
3.966260514661600e-005	3.028013e-012
3.966261585845962e-005	3.028013e-012
3.966262613598911e-005	3.028013e-012
3.966263604183163e-005	3.028013e-012
3.966264657588067e-005	3.028013e-012
3.966265864624781e-005	3.028013e-012
3.966267223454451e-005	3.028013e-012
3.966268794623017e-005	3.028013e-012
3.966270617800361e-005	3.028013e-012
3.966279154195228e-005	3.028013e-012
3.966287690590094e-005	3.028013e-012
3.966296226984961e-005	3.028013e-012
3.966304763379828e-005	3.028013e-012
3.966313299774695e-005	3.028013e-012
3.966321836169562e-005	3.028013e-012
3.966330372564429e-005	3.028013e-012
3.966969033774796e-005	3.028013e-012
3.966979525129381e-005	3.028013e-012
3.966979546164547e-005	3.028013e-012
3.966979588234879e-005	3.028013e-012
3.966979672375543e-005	3.028013e-012
3.966979766000252e-005	3.028013e-012
3.966979953249669e-005	3.028013e-012
3.966980240218737e-005	3.028013e-012
3.966980625115499e-005	3.028013e-012
3.966981125065828e-005	3.028013e-012
3.966981762890374e-005	3.028013e-012
3.966981864579981e-005	3.028013e-012
3.966982067959194e-005	3.028013e-012
3.966982474717621e-005	2.525063e-012
3.966983288234475e-005	2.357295e-013
3.966983431115325e-005	1.031514e-014
3.966983716877025e-005	1.031477e-014
3.966984288400425e-005	1.031477e-014
3.966985431447226e-005	1.031477e-014
3.966985895676767e-005	1.031477e-014
3.966986355039383e-005	1.031477e-014
3.966986476242708e-005	1.031477e-014
3.966986708018917e-005	1.031477e-014
3.966987171571335e-005	1.031477e-014
3.966987605396794e-005	1.031477e-014
3.966988319039212e-005	1.031477e-014
3.966988991163249e-005	1.031477e-014
3.966989909738180e-005	1.031477e-014
3.966990769219942e-005	1.031477e-014
3.966991879881284e-005	1.131782e-012
3.966992263529301e-005	2.243552e-012
3.966992678991874e-005	3.028013e-012
3.966992778614114e-005	3.028013e-012
3.966992914353331e-005	3.028013e-012
3.966993185831765e-005	2.525063e-012
3.966993728788632e-005	8.149950e-013
3.966994349245204e-005	1.031477e-014
3.966995141018383e-005	1.031477e-014
3.966995951010043e-005	1.031477e-014
3.966996919567049e-005	1.031477e-014
3.966997926909881e-005	1.031477e-014
3.966999138095045e-005	1.031477e-014
3.967000429558796e-005	1.031477e-014
3.967001982434365e-005	1.031477e-014
3.967003748221464e-005	1.031477e-014
3.967005352332016e-005	1.031477e-014
3.967006813747824e-005	1.031477e-014
3.967008237401519e-005	1.031477e-014
3.967009632118720e-005	1.031477e-014
3.967011119586791e-005	1.031477e-014
3.967012467965535e-005	1.031477e-014
3.967013809006414e-005	1.031477e-014
3.967015059016123e-005	1.031477e-014
3.967016441668533e-005	1.031477e-014
3.967017722973359e-005	1.031477e-014
3.967019011358961e-005	1.031477e-014
3.967020206735750e-005	1.031477e-014
3.967021407109708e-005	1.031477e-014
3.967022543826941e-005	1.031477e-014
3.967023672716806e-005	1.031477e-014
3.967024745395462e-005	1.031477e-014
3.967025797468759e-005	1.031477e-014
3.967026796319759e-005	1.031477e-014
3.967027960841977e-005	1.031477e-014
3.967029228339591e-005	1.031477e-014
3.967030729969403e-005	1.031477e-014
3.967032404658809e-005	1.031477e-014
3.967034450330636e-005	1.031477e-014
3.967041225083443e-005	1.031477e-014
3.967047999836251e-005	1.031477e-014
3.967054774589059e-005	1.031477e-014
3.967061549341866e-005	1.031477e-014
3.967068324094673e-005	1.031477e-014
3.967075098847482e-005	1.031477e-014
3.967081873600289e-005	1.031477e-014
4.013700662841654e-005	1.031477e-014
4.060319452083018e-005	1.031477e-014
4.106938241324383e-005	1.031477e-014
4.153557030565747e-005	1.031477e-014
4.200175819807112e-005	1.031477e-014
4.246794609048477e-005	1.031477e-014
4.293413398289841e-005	1.031477e-014
4.338949112575556e-005	1.031477e-014
4.384484826861272e-005	1.031477e-014
4.430020541146988e-005	1.031477e-014
4.475556255432703e-005	1.031477e-014
4.521091969718418e-005	1.031477e-014
4.566627684004134e-005	1.031477e-014
4.612163398289849e-005	1.031477e-014
4.634484826861278e-005	1.031477e-014
4.656806255432707e-005	1.031477e-014
4.679127684004136e-005	1.031477e-014
4.701449112575565e-005	1.031477e-014
4.723770541146994e-005	1.031477e-014
4.746091969718424e-005	1.031477e-014
4.768413398289853e-005	1.031477e-014
4.774663398289853e-005	5.366823e-005
4.780913398289853e-005	2.683160e-004
4.787163398289853e-005	6.437840e-004
4.793413398289853e-005	1.072493e-003
4.799663398289853e-005	1.500666e-003
4.805913398289854e-005	1.928304e-003
4.812163398289854e-005	2.355407e-003
4.818413398289854e-005	2.781977e-003
4.824663398289854e-005	3.208013e-003
4.830913398289854e-005	3.633517e-003
4.837163398289854e-005	4.058490e-003
4.843413398289854e-005	4.482931e-003
4.849663398289855e-005	4.906841e-003
4.855913398289855e-005	5.330222e-003
4.862163398289855e-005	5.753073e-003
4.868413398289855e-005	6.175396e-003
4.874663398289855e-005	6.597192e-003
4.880913398289855e-005	7.018459e-003
4.887163398289856e-005	7.439201e-003
4.893413398289856e-005	7.859417e-003
4.899663398289856e-005	8.279108e-003
4.905913398289856e-005	8.698273e-003
4.912163398289856e-005	9.116916e-003
4.918413398289856e-005	9.535034e-003
4.924663398289856e-005	9.952631e-003
4.930913398289857e-005	1.036971e-002
4.937163398289857e-005	1.078626e-002
4.943413398289857e-005	1.120229e-002
4.949663398289857e-005	1.161780e-002
4.955913398289857e-005	1.203280e-002
4.962163398289857e-005	1.244727e-002
4.968413398289858e-005	1.286123e-002
4.974663398289858e-005	1.327466e-002
4.980913398289858e-005	1.368759e-002
4.987163398289858e-005	1.409999e-002
4.993413398289858e-005	1.451188e-002
4.999663398289858e-005	1.492326e-002
5.005913398289858e-005	1.533412e-002
5.012163398289859e-005	1.574447e-002
5.018413398289859e-005	1.615431e-002
5.024663398289859e-005	1.656363e-002
5.030913398289859e-005	1.697244e-002
5.037163398289859e-005	1.738074e-002
5.043413398289859e-005	1.778853e-002
5.049663398289860e-005	1.819581e-002
5.055913398289860e-005	1.860258e-002
5.062163398289860e-005	1.900885e-002
5.068413398289860e-005	1.941460e-002
5.074663398289860e-005	1.981985e-002
5.080913398289860e-005	2.022459e-002
5.087163398289860e-005	2.062883e-002
5.093413398289861e-005	2.103256e-002
5.099663398289861e-005	2.143579e-002
5.105913398289861e-005	2.183851e-002
5.112163398289861e-005	2.224073e-002
5.118413398289861e-005	2.264244e-002
5.124663398289861e-005	2.304366e-002
5.130913398289861e-005	2.344437e-002
5.137163398289862e-005	2.384458e-002
5.143413398289862e-005	2.424429e-002
5.149663398289862e-005	2.464350e-002
5.155913398289862e-005	2.504222e-002
5.162163398289862e-005	2.544043e-002
5.168413398289862e-005	2.583815e-002
5.174663398289863e-005	2.623537e-002
5.180913398289863e-005	2.663209e-002
5.187163398289863e-005	2.702832e-002
5.193413398289863e-005	2.742405e-002
5.199663398289863e-005	2.781929e-002
5.205913398289863e-005	2.821403e-002
5.212163398289863e-005	2.860828e-002
5.218413398289864e-005	2.900204e-002
5.224663398289864e-005	2.939531e-002
5.230913398289864e-005	2.978808e-002
5.237163398289864e-005	3.018036e-002
5.243413398289864e-005	3.057216e-002
5.249663398289864e-005	3.096346e-002
5.255913398289865e-005	3.135427e-002
5.262163398289865e-005	3.174460e-002
5.268413398289865e-005	3.213444e-002
5.274663398289865e-005	3.252379e-002
5.280913398289865e-005	3.291265e-002
5.287163398289865e-005	3.330103e-002
5.293413398289865e-005	3.368892e-002
5.299663398289866e-005	3.407633e-002
5.305913398289866e-005	3.446325e-002
5.312163398289866e-005	3.484969e-002
5.318413398289866e-005	3.523565e-002
5.324663398289866e-005	3.562113e-002
5.330913398289866e-005	3.600612e-002
5.337163398289866e-005	3.639063e-002
5.343413398289867e-005	3.677466e-002
5.349663398289867e-005	3.715821e-002
5.355913398289867e-005	3.754128e-002
5.362163398289867e-005	3.792388e-002
5.368413398289867e-005	3.830599e-002
5.374663398289867e-005	3.868762e-002
5.380913398289868e-005	3.906878e-002
5.387163398289868e-005	3.944947e-002
5.393413398289868e-005	3.982968e-002
5.399663398289868e-005	4.020941e-002
5.405913398289868e-005	4.058867e-002
5.412163398289868e-005	4.096745e-002
5.418413398289868e-005	4.134576e-002
5.424663398289869e-005	4.172360e-002
5.430913398289869e-005	4.210097e-002
5.437163398289869e-005	4.247786e-002
5.443413398289869e-005	4.285428e-002
5.449663398289869e-005	4.323024e-002
5.455913398289869e-005	4.360572e-002
5.462163398289870e-005	4.398073e-002
5.468413398289870e-005	4.435527e-002
5.474663398289870e-005	4.472935e-002
5.480913398289870e-005	4.510296e-002
5.487163398289870e-005	4.547610e-002
5.493413398289870e-005	4.584878e-002
5.499663398289870e-005	4.622099e-002
5.505913398289871e-005	4.659273e-002
5.512163398289871e-005	4.696401e-002
5.518413398289871e-005	4.733483e-002
5.524663398289871e-005	4.770518e-002
5.530913398289871e-005	4.807507e-002
5.537163398289871e-005	4.844450e-002
5.543413398289872e-005	4.881346e-002
5.549663398289872e-005	4.918196e-002
5.555913398289872e-005	4.955001e-002
5.562163398289872e-005	4.991759e-002
5.568413398289872e-005	5.028472e-002
5.574663398289872e-005	5.065138e-002
5.580913398289872e-005	5.101759e-002
5.587163398289873e-005	5.138334e-002
5.593413398289873e-005	5.174863e-002
5.599663398289873e-005	5.211347e-002
5.605913398289873e-005	5.247785e-002
5.612163398289873e-005	5.284178e-002
5.618413398289873e-005	5.320524e-002
5.624663398289873e-005	5.356826e-002
5.630913398289874e-005	5.393082e-002
5.637163398289874e-005	5.429292e-002
5.643413398289874e-005	5.465458e-002
5.649663398289874e-005	5.501579e-002
5.655913398289874e-005	5.537654e-002
5.662163398289874e-005	5.573684e-002
5.668413398289875e-005	5.609669e-002
5.674663398289875e-005	5.645609e-002
5.680913398289875e-005	5.681505e-002
5.687163398289875e-005	5.717355e-002
5.693413398289875e-005	5.753161e-002
5.699663398289875e-005	5.788921e-002
5.705913398289875e-005	5.824637e-002
5.712163398289876e-005	5.860309e-002
5.718413398289876e-005	5.895936e-002
5.724663398289876e-005	5.931518e-002
5.730913398289876e-005	5.967056e-002
5.737163398289876e-005	6.002549e-002
5.743413398289876e-005	6.037999e-002
5.749663398289877e-005	6.073403e-002
5.755913398289877e-005	6.108764e-002
5.762163398289877e-005	6.144080e-002
5.768413398289877e-005	6.179352e-002
5.774663398289877e-005	6.214581e-002
5.780913398289877e-005	6.249765e-002
5.787163398289877e-005	6.284904e-002
5.793413398289878e-005	6.320001e-002
5.799663398289878e-005	6.355053e-002
5.805913398289878e-005	6.390062e-002
5.812163398289878e-005	6.425027e-002
5.818413398289878e-005	6.459948e-002
5.824663398289878e-005	6.494825e-002
5.830913398289878e-005	6.529659e-002
5.837163398289879e-005	6.564450e-002
5.843413398289879e-005	6.599196e-002
5.849663398289879e-005	6.633900e-002
5.855913398289879e-005	6.668559e-002
5.862163398289879e-005	6.703176e-002
5.868413398289879e-005	6.737749e-002
5.874663398289880e-005	6.772280e-002
5.880913398289880e-005	6.806767e-002
5.887163398289880e-005	6.841211e-002
5.893413398289880e-005	6.875612e-002
5.899663398289880e-005	6.909969e-002
5.905913398289880e-005	6.944285e-002
5.912163398289880e-005	6.978557e-002
5.918413398289881e-005	7.012786e-002
5.924663398289881e-005	7.046972e-002
5.930913398289881e-005	7.081117e-002
5.937163398289881e-005	7.115217e-002
5.943413398289881e-005	7.149276e-002
5.949663398289881e-005	7.183292e-002
5.955913398289882e-005	7.217265e-002
5.962163398289882e-005	7.251196e-002
5.968413398289882e-005	7.285085e-002
5.974663398289882e-005	7.318930e-002
5.980913398289882e-005	7.352734e-002
5.987163398289882e-005	7.386496e-002
5.993413398289882e-005	7.420215e-002
5.999663398289883e-005	7.453892e-002
6.005913398289883e-005	7.487528e-002
6.012163398289883e-005	7.521121e-002
6.018413398289883e-005	7.554672e-002
6.024663398289883e-005	7.588181e-002
6.030913398289883e-005	7.621648e-002
6.037163398289884e-005	7.655074e-002
6.043413398289884e-005	7.688458e-002
6.049663398289884e-005	7.721800e-002
6.055913398289884e-005	7.755100e-002
6.062163398289884e-005	7.788359e-002
6.068413398289884e-005	7.821576e-002
6.074663398289884e-005	7.854751e-002
6.080913398289885e-005	7.887886e-002
6.087163398289885e-005	7.920978e-002
6.093413398289885e-005	7.954030e-002
6.099663398289885e-005	7.987040e-002
6.105913398289884e-005	8.020008e-002
6.112163398289884e-005	8.052936e-002
6.118413398289883e-005	8.085822e-002
6.124663398289883e-005	8.118667e-002
6.130913398289882e-005	8.151472e-002
6.137163398289882e-005	8.184236e-002
6.143413398289881e-005	8.216958e-002
6.149663398289881e-005	8.249639e-002
6.155913398289880e-005	8.282280e-002
6.162163398289880e-005	8.314879e-002
6.168413398289879e-005	8.347438e-002
6.174663398289879e-005	8.379957e-002
6.180913398289878e-005	8.412434e-002
6.187163398289878e-005	8.444872e-002
6.193413398289877e-005	8.477268e-002
6.199663398289877e-005	8.509625e-002
6.205913398289876e-005	8.541940e-002
6.212163398289876e-005	8.574216e-002
6.218413398289875e-005	8.606450e-002
6.224663398289875e-005	8.638645e-002
6.230913398289874e-005	8.670799e-002
6.237163398289873e-005	8.702913e-002
6.243413398289873e-005	8.734988e-002
6.249663398289872e-005	8.767021e-002
6.255913398289872e-005	8.799016e-002
6.262163398289871e-005	8.830969e-002
6.268413398289871e-005	8.862884e-002
6.274663398289870e-005	8.894758e-002
6.280913398289870e-005	8.926592e-002
6.287163398289869e-005	8.958393e-002
6.288917617435692e-005	8.967312e-002
6.289726507254730e-005	8.971424e-002
6.289954561306262e-005	8.972582e-002
6.290132324206107e-005	8.973486e-002
6.290318944913959e-005	8.974434e-002
6.290692186329662e-005	8.976330e-002
6.291438669161069e-005	8.980122e-002
6.292931634823882e-005	8.987704e-002
6.295917566149508e-005	9.002863e-002
6.295923561339718e-005	9.002893e-002
6.295923758968396e-005	9.002895e-002
6.295924022473301e-005	9.002896e-002
6.295924549483112e-005	9.002899e-002
6.295925603502732e-005	9.002904e-002
6.295926648339131e-005	9.003200e-002
6.295927942068098e-005	9.004537e-002
6.295929196340014e-005	9.006745e-002
6.295929398187101e-005	9.007153e-002
6.295929801881273e-005	9.007967e-002
6.295930609269618e-005	9.009594e-002
6.295932224046309e-005	9.012850e-002
6.295933917943765e-005	9.016266e-002
6.295935406488482e-005	9.019267e-002
6.295936817213383e-005	9.022111e-002
6.295938211307238e-005	9.024923e-002
6.295939702445260e-005	9.027929e-002
6.295941058118974e-005	9.030662e-002
6.295942401977583e-005	9.033372e-002
6.295943655585851e-005	9.035899e-002
6.295944926631816e-005	9.038462e-002
6.295946268916952e-005	9.041169e-002
6.295947528746185e-005	9.043708e-002
6.295948767993802e-005	9.046207e-002
6.295949942503519e-005	9.048575e-002
6.295951105777966e-005	9.050921e-002
6.295952219942970e-005	9.053168e-002
6.295953312770094e-005	9.055371e-002
6.295954357602494e-005	9.057477e-002
6.295955371583835e-005	9.059522e-002
6.295956542010019e-005	9.061882e-002
6.295957832870123e-005	9.064484e-002
6.295959345929204e-005	9.067535e-002
6.295961051975384e-005	9.070975e-002
6.295963121233052e-005	9.075147e-002
6.295970323419034e-005	9.089669e-002
6.295977525605017e-005	9.104190e-002
6.295984727790999e-005	9.118712e-002
6.295991929976980e-005	9.133233e-002
6.295999132162962e-005	9.147754e-002
6.296006334348945e-005	9.162276e-002
6.296013536534927e-005	9.176797e-002
6.296946153364858e-005	1.105687e-001
6.297908854608658e-005	1.299723e-001
6.297909324677625e-005	1.299817e-001
6.297910264815558e-005	1.300007e-001
6.297910298751310e-005	1.300014e-001
6.297910366622814e-005	1.300027e-001
6.297910502365824e-005	1.300055e-001
6.297910773851841e-005	1.300109e-001
6.297911316823876e-005	1.300219e-001
6.297911446639845e-005	1.300245e-001
6.297911706271783e-005	1.300297e-001
6.297911771179767e-005	1.300310e-001
6.297911900995736e-005	1.300337e-001
6.297911933449729e-005	1.300343e-001
6.297911998357713e-005	1.300356e-001
6.297912128173682e-005	1.300382e-001
6.297912387805620e-005	1.300426e-001
6.297912907069496e-005	1.300482e-001
6.297913036885465e-005	1.300487e-001
6.297913296517404e-005	1.300487e-001
6.297913815781279e-005	1.300488e-001
6.297914854309031e-005	1.300488e-001
6.297916367905305e-005	1.300489e-001
6.297917862246096e-005	1.300489e-001
6.297919634643730e-005	1.300490e-001
6.297921436022637e-005	1.300491e-001
6.297922945602046e-005	1.300491e-001
6.297924346272044e-005	1.300492e-001
6.297925736282809e-005	1.300493e-001
6.297927214364289e-005	1.300493e-001
6.297928569052775e-005	1.300494e-001
6.297929906418370e-005	1.300494e-001
6.297931159195194e-005	1.300495e-001
6.297932409092603e-005	1.300495e-001
6.297933758022454e-005	1.300496e-001
6.297935009038776e-005	1.300496e-001
6.297936252451675e-005	1.300497e-001
6.297937419353863e-005	1.300498e-001
6.297938583991177e-005	1.300498e-001
6.297939692305703e-005	1.300499e-001
6.297940785112414e-005	1.300499e-001
6.297941825003608e-005	1.300499e-001
6.297942837564262e-005	1.300500e-001
6.297943800869512e-005	1.300500e-001
6.297944974181533e-005	1.300501e-001
6.297946222055138e-005	1.300501e-001
6.297947729441495e-005	1.300502e-001
6.297949382049117e-005	1.300503e-001
6.297953881426254e-005	1.300505e-001
6.297961842660957e-005	1.300508e-001
6.299802687184402e-005	1.301295e-001
6.301634383753555e-005	1.302077e-001
6.301638061456831e-005	1.302079e-001
6.301638271427215e-005	1.302079e-001
6.301638551387726e-005	1.302079e-001
6.301639111308748e-005	1.302079e-001
6.301640051920208e-005	1.302080e-001
6.301641086096310e-005	1.302080e-001
6.301642261245150e-005	1.302111e-001
6.301643500049244e-005	1.302214e-001
6.301643683515963e-005	1.302243e-001
6.301644050449403e-005	1.302316e-001
6.301644142182762e-005	1.302335e-001
6.301644325649482e-005	1.302372e-001
6.301644692582921e-005	1.302446e-001
6.301645426449800e-005	1.302594e-001
6.301646894183558e-005	1.302890e-001
6.301648557385403e-005	1.303225e-001
6.301650072270949e-005	1.303530e-001
6.301651496024474e-005	1.303817e-001
6.301652893349697e-005	1.304099e-001
6.301654399956394e-005	1.304402e-001
6.301655761999051e-005	1.304677e-001
6.301657116049968e-005	1.304950e-001
6.301658373760065e-005	1.305203e-001
6.301659638624336e-005	1.305458e-001
6.301660993841463e-005	1.305731e-001
6.301662256478405e-005	1.305985e-001
6.301663505588156e-005	1.306237e-001
6.301664682196130e-005	1.306474e-001
6.301665853124650e-005	1.306710e-001
6.301666970641034e-005	1.306935e-001
6.301668070730543e-005	1.307157e-001
6.301669120171076e-005	1.307369e-001
6.301670141600812e-005	1.307574e-001
6.301671186480687e-005	1.307785e-001
6.301672412985336e-005	1.308032e-001
6.301673765924075e-005	1.308305e-001
6.301675359297614e-005	1.308626e-001
6.301677173187039e-005	1.308991e-001
6.301685738661155e-005	1.310717e-001
6.301694304135270e-005	1.312444e-001
6.301702869609385e-005	1.314170e-001
6.301711435083499e-005	1.315896e-001
6.301720000557614e-005	1.317622e-001
6.301728566031730e-005	1.319348e-001
6.301737131505845e-005	1.321074e-001
6.303007736940639e-005	1.577065e-001
6.304319329647523e-005	1.841199e-001
6.306942515061293e-005	2.369121e-001
6.312188885888833e-005	3.423880e-001
6.318438885888832e-005	4.678706e-001
6.324688885888832e-005	5.931522e-001
6.330938885888831e-005	7.182249e-001
6.339157882314860e-005	8.824362e-001
6.339172324284993e-005	8.827243e-001
6.339176203640618e-005	5.824314e-001
6.339178025318315e-005	9.640241e-002
6.339178534346942e-005	2.985619e-012
6.339178882677726e-005	3.170585e-012
6.339179044719484e-005	3.080368e-012
6.339179244226285e-005	3.044235e-012
6.339179432194459e-005	3.132763e-012
6.339179773777629e-005	2.962963e-012
6.339180456943967e-005	3.057702e-012
6.339181823276644e-005	3.007964e-012
6.339184555942000e-005	3.034017e-012
6.339190021272709e-005	3.024544e-012
6.339200951934129e-005	3.031649e-012
6.339222813256969e-005	3.026912e-012
6.339266535902648e-005	3.026912e-012
6.339353981194007e-005	3.026912e-012
6.339528871776725e-005	3.026912e-012
6.339878652942160e-005	3.026912e-012
6.340578215273030e-005	3.026912e-012
6.341977339934770e-005	3.026912e-012
6.344775589258249e-005	3.026912e-012
6.350372087905208e-005	7.267489e-008
6.350373613784115e-005	3.469559e-009
6.350373690194142e-005	3.032777e-012
6.350373843014196e-005	3.028013e-012
6.350374148654304e-005	3.028013e-012
6.350374759934520e-005	3.028013e-012
6.350374879706162e-005	3.028013e-012
6.350375119249444e-005	3.028013e-012
6.350375598336009e-005	3.028013e-012
6.350375718107651e-005	2.525064e-012
6.350375957650933e-005	1.016215e-012
6.350376436737498e-005	1.031477e-014
6.350377394910628e-005	1.031477e-014
6.350378677618028e-005	1.031477e-014
6.350379997730766e-005	1.031477e-014
6.350381483663173e-005	1.031477e-014
6.350383169788608e-005	1.031477e-014
6.350384908670916e-005	1.031477e-014
6.350386423448161e-005	1.031477e-014
6.350387837966924e-005	1.031477e-014
6.350389231963069e-005	1.031477e-014
6.350390723035806e-005	1.031477e-014
6.350392080983213e-005	1.031477e-014
6.350393426275729e-005	1.031477e-014
6.350394681512277e-005	1.031477e-014
6.350395937526818e-005	1.031477e-014
6.350397290043394e-005	1.031477e-014
6.350398546312829e-005	1.031477e-014
6.350399792877509e-005	1.031477e-014
6.350400964172250e-005	1.031477e-014
6.350402132086443e-005	1.031477e-014
6.350403244666029e-005	1.031477e-014
6.350404341167983e-005	1.031477e-014
6.350405385573029e-005	1.031477e-014
6.350406402551324e-005	1.031477e-014
6.350407375650247e-005	1.031477e-014
6.350408557553956e-005	1.031477e-014
6.350409818463709e-005	1.031477e-014
6.350411338839537e-005	1.031477e-014
6.350413011046535e-005	1.031477e-014
6.350417569370184e-005	1.031477e-014
6.350425683637370e-005	1.031477e-014
6.350674713590478e-005	1.031477e-014
6.350914936916919e-005	1.031666e-014
6.350915432377527e-005	1.031603e-014
6.350916423298742e-005	1.031477e-014
6.350917732445489e-005	1.031477e-014
6.350918521993789e-005	1.031477e-014
6.350919543277003e-005	1.031477e-014
6.350920515271633e-005	1.031477e-014
6.350921880440147e-005	7.787762e-013
6.350923195735074e-005	2.168045e-012
6.350924938908004e-005	3.028013e-012
6.350925174735250e-005	3.028013e-012
6.350925646389743e-005	3.028013e-012
6.350926589698728e-005	3.028013e-012
6.350928222673773e-005	3.028013e-012
6.350929790082771e-005	3.028013e-012
6.350931164119311e-005	3.028013e-012
6.350932507403342e-005	3.028013e-012
6.350933947536224e-005	3.028013e-012
6.350935282261943e-005	3.028013e-012
6.350936602242857e-005	3.028013e-012
6.350937839634584e-005	3.028013e-012
6.350939113581675e-005	3.028013e-012
6.350940422630428e-005	3.028013e-012
6.350941669872940e-005	3.028013e-012
6.350942883238385e-005	3.028013e-012
6.350944046904282e-005	3.028013e-012
6.350945188395017e-005	3.028013e-012
6.350946288887715e-005	3.028013e-012
6.350947360072077e-005	3.028013e-012
6.350948387825026e-005	3.028013e-012
6.350949378409279e-005	3.028013e-012
6.350950431814183e-005	3.028013e-012
6.350951638850897e-005	3.028013e-012
6.350952997680566e-005	3.028013e-012
6.350954568849132e-005	3.028013e-012
6.350956392026475e-005	3.028013e-012
6.350964928421333e-005	3.028013e-012
6.350973464816190e-005	3.028013e-012
6.350982001211048e-005	3.028013e-012
6.350990537605907e-005	3.028013e-012
6.350999074000764e-005	3.028013e-012
6.351007610395622e-005	3.028013e-012
6.351016146790480e-005	3.028013e-012
6.351654807999572e-005	3.028013e-012
6.351665299354135e-005	3.028013e-012
6.351665320389301e-005	3.028013e-012
6.351665362459634e-005	3.028013e-012
6.351665446600298e-005	3.028013e-012
6.351665540225006e-005	3.028013e-012
6.351665727474423e-005	3.028013e-012
6.351666014443491e-005	3.028013e-012
6.351666399340253e-005	3.028013e-012
6.351666899290582e-005	3.028013e-012
6.351667537115128e-005	3.028013e-012
6.351667638804734e-005	3.028013e-012
6.351667842183948e-005	3.028013e-012
6.351668248942375e-005	2.525063e-012
6.351669062459228e-005	2.357295e-013
6.351669205340079e-005	1.031514e-014
6.351669491101779e-005	1.031477e-014
